2161.246	76.50
2007.506	74.00
2012.761	73.00
2152.660	79.00
1858.896	69.00
2094.903	75.50
2036.518	74.00
2009.021	75.00
2078.275	76.50
1885.097	69.50
2087.305	76.50
2052.175	76.00
2017.405	74.50
2033.104	74.50
2168.359	77.50
2073.305	74.50
1927.523	72.00
2149.731	74.50
2122.317	77.00
2127.489	74.00
2067.589	75.00
1968.234	72.00
2124.442	77.50
2174.418	80.00
2152.015	78.00
