2161.246	2029.606	76.50
2007.506	1980.594	74.00
2012.761	1973.665	73.00
2152.660	2111.104	79.00
1858.896	1796.611	69.00
2094.903	1994.133	75.50
2036.518	1965.991	74.00
2009.021	2032.619	75.00
2078.275	2018.778	76.50
1885.097	1849.724	69.50
2087.305	2047.748	76.50
2052.175	1994.234	76.00
2017.405	1985.506	74.50
2033.104	1986.150	74.50
2168.359	2056.476	77.50
2073.305	2040.192	74.50
1927.523	1906.008	72.00
2149.731	2019.021	74.50
2122.317	2071.447	77.00
2127.489	1988.920	74.00
2067.589	1986.535	75.00
1968.234	1908.393	72.00
2124.442	2122.501	77.50
2174.418	2125.932	80.00
2152.015	2053.506	78.00
