2161.246	2320.074	76.50
2007.506	2041.072	74.00
2012.761	2206.126	73.00
2152.660	2171.866	79.00
1858.896	1910.494	69.00
2094.903	2149.825	75.50
2036.518	2016.594	74.00
2009.021	2149.305	75.00
2078.275	2277.589	76.50
1885.097	1931.031	69.50
2087.305	2110.896	76.50
2052.175	2118.008	76.00
2017.405	2276.878	74.50
2033.104	2145.967	74.50
2168.359	2193.430	77.50
2073.305	2122.126	74.50
1927.523	2006.553	72.00
2149.731	2211.991	74.50
2122.317	2249.423	77.00
2127.489	2213.842	74.00
2067.589	2130.511	75.00
1968.234	1988.469	72.00
2124.442	2128.611	77.50
2174.418	2353.790	80.00
2152.015	2136.795	78.00
