331061	342585	223.61
286506	299856	212.49
288592	319023	216.70
330402	348148	237.87
245120	266882	170.47
313208	333670	224.15
294858	299865	197.17
286764	300328	206.68
307080	317535	215.81
252913	267968	180.21
310975	324296	228.82
298487	297641	208.29
290982	303184	208.82
293412	322134	212.37
335285	351065	236.41
305551	322396	219.46
264020	285027	189.83
327378	348016	226.72
320350	338908	236.05
321218	343466	229.25
303745	319250	219.08
274619	293459	193.42
321161	331521	227.74
336050	345682	241.11
329821	345792	230.26
