2029.606	80.58
1980.594	77.13
1973.665	77.09
2111.104	81.99
1796.611	70.99
1994.133	78.05
1965.991	77.25
2032.619	78.93
2018.778	80.20
1849.724	73.02
2047.748	81.64
1994.234	78.96
1985.506	78.29
1986.150	79.41
2056.476	80.95
2040.192	77.98
1906.008	75.84
2019.021	77.34
2071.447	80.30
1988.920	75.59
1986.535	78.39
1908.393	75.31
2122.501	80.81
2125.932	82.18
2053.506	81.07
