331061	325456	223.61
286506	292818	212.49
288592	308248	216.70
330402	330242	237.87
245120	258536	170.47
313208	324243	224.15
294858	281514	197.17
286764	292763	206.68
307080	310381	215.81
252913	262452	180.21
310975	310246	228.82
298487	295091	208.29
290982	294691	208.82
293412	318046	212.37
335285	340940	236.41
305551	317143	219.46
264020	275108	189.83
327378	328042	226.72
320350	329161	236.05
321218	333618	229.25
303745	315626	219.08
274619	279182	193.42
321161	319838	227.74
336050	336852	241.11
329821	318909	230.26
