2161.246	2029.606	80.58
2007.506	1980.594	77.13
2012.761	1973.665	77.09
2152.660	2111.104	81.99
1858.896	1796.611	70.99
2094.903	1994.133	78.05
2036.518	1965.991	77.25
2009.021	2032.619	78.93
2078.275	2018.778	80.20
1885.097	1849.724	73.02
2087.305	2047.748	81.64
2052.175	1994.234	78.96
2017.405	1985.506	78.29
2033.104	1986.150	79.41
2168.359	2056.476	80.95
2073.305	2040.192	77.98
1927.523	1906.008	75.84
2149.731	2019.021	77.34
2122.317	2071.447	80.30
2127.489	1988.920	75.59
2067.589	1986.535	78.39
1968.234	1908.393	75.31
2124.442	2122.501	80.81
2174.418	2125.932	82.18
2152.015	2053.506	81.07
